Mes-Ano;cdProduto;Meta
9-2019;318;R$ 22.641,37
9-2019;320;R$ 32.327,67
9-2019;321;R$ 28.257,15
9-2019;333;R$ 364,66
9-2019;334;R$ 614,78
9-2019;370;R$ 10.377,76
9-2019;378;R$ 2.118,21
9-2019;379;R$ 694,30
9-2019;406;R$ 1.833,99
9-2019;438;R$ 4.184,05
9-2019;439;R$ 1.990,71
9-2019;440;R$ 650,72
9-2019;442;R$ 1.075,19
9-2019;462;R$ 536,89
9-2019;467;R$ 185,69
9-2019;468;R$ 1.037,36
9-2019;469;R$ 921,29
9-2019;473;R$ 137,79
9-2019;474;R$ 16,46
9-2019;476;R$ 412,04
9-2019;477;R$ 61,94
9-2019;481;R$ 356,62
9-2019;483;R$ 68,25
9-2019;487;R$ 246,22
9-2019;492;R$ 1.571,15
9-2019;513;R$ 10.816,28
9-2019;514;R$ 1.199,54
9-2019;527;R$ 45.799,09
9-2019;548;R$ 2.368,67
9-2019;559;R$ 242,50
9-2019;581;R$ 8.501,51
9-2019;645;R$ 4.773,53
9-2019;660;R$ 682,09
9-2019;661;R$ 2.698,62
9-2019;662;R$ 11.103,58
9-2019;665;R$ 1.196,55
9-2019;668;R$ 13.805,12
9-2019;691;R$ 5.575,17
9-2019;692;R$ 1.778,56
9-2019;693;R$ 1.676,25
9-2019;694;R$ 548,26
9-2019;695;R$ 192,73
9-2019;696;R$ 323,03
9-2019;702;R$ 3.316,03
9-2019;703;R$ 583,84
9-2019;741;R$ 1.604,79
9-2019;771;R$ 595,24
9-2019;811;R$ 129,73
9-2019;824;R$ 357,26
9-2019;825;R$ 1.182,17
9-2019;829;R$ 298,57
9-2019;830;R$ 249,10
9-2019;835;R$ 2.887,47
9-2019;838;R$ 10.109,63
9-2019;839;R$ 26.756,64
9-2019;845;R$ 15.346,11
9-2019;876;R$ 8.310,42
9-2019;878;R$ 2.136,94
9-2019;886;R$ 1.584,03
9-2019;895;R$ 507,48
9-2019;896;R$ 279,65
9-2019;935;R$ 1.044,24
9-2019;965;R$ 960,03
9-2019;1019;R$ 1.499,79
9-2019;1046;R$ 118,12
9-2019;1048;R$ 6.467,42
9-2019;1073;R$ 498,66
9-2019;1074;R$ 466,57
9-2019;1082;R$ 1.537,53
9-2019;1085;R$ 184,56
9-2019;1086;R$ 348,33
9-2019;1131;R$ 891,89
9-2019;1132;R$ 1.649,03
9-2019;1133;R$ 2.285,06
9-2019;1135;R$ 5.276,13
9-2019;1150;R$ 1.105,72
9-2019;1151;R$ 702,68
9-2019;1152;R$ 493,53
9-2019;1154;R$ 6.521,12
9-2019;1155;R$ 6.421,51
9-2019;1166;R$ 4.023,59
9-2019;1170;R$ 17.136,06
9-2019;1172;R$ 55,05
9-2019;1204;R$ 976,59
9-2019;1205;R$ 409,65
9-2019;1206;R$ 1.912,77
9-2019;1207;R$ 301,95
9-2019;1211;R$ 44,61
9-2019;1212;R$ 391,62
9-2019;1216;R$ 3.221,43
9-2019;1224;R$ 73,23
9-2019;1231;R$ 1.715,21
9-2019;1232;R$ 595,84
9-2019;1234;R$ 138,26
9-2019;1244;R$ 26,34
9-2019;1258;R$ 22,25
9-2019;1259;R$ 79,11
9-2019;1260;R$ 21,66
9-2019;1339;R$ 1.069,63
9-2019;1372;R$ 40,76
9-2019;1374;R$ 102,86
9-2019;1376;R$ 193,59
9-2019;1377;R$ 441,47
9-2019;1378;R$ 186,62
9-2019;1389;R$ 1.654,52
9-2019;1417;R$ 1.485,96
9-2019;1420;R$ 3.644,86
9-2019;1421;R$ 8.466,05
9-2019;1456;R$ 306,39
9-2019;1468;R$ 883,28
9-2019;1470;R$ 155,04
9-2019;1484;R$ 932,92
9-2019;1491;R$ 508,27
9-2019;1497;R$ 2.917,48
9-2019;1518;R$ 1.043,37
9-2019;1521;R$ 1.519,19
9-2019;1527;R$ 3.461,39
9-2019;1530;R$ 1.972,49
9-2019;1556;R$ 272,29
9-2019;1557;R$ 2.150,52
9-2019;1560;R$ 1.231,57
9-2019;1561;R$ 1.754,76
9-2019;1596;R$ 285,72
9-2019;1597;R$ 58,10
9-2019;1603;R$ 4.959,61
9-2019;1606;R$ 522,23
9-2019;1607;R$ 647,38
9-2019;1608;R$ 206,48
9-2019;1651;R$ 77,77
9-2019;1652;R$ 737,23
9-2019;1653;R$ 1.968,18
9-2019;1658;R$ 598,84
9-2019;1659;R$ 2.282,80
9-2019;1667;R$ 426,59
9-2019;1706;R$ 1.156,94
9-2019;1707;R$ 291,92
9-2019;1710;R$ 62,17
9-2019;1723;R$ 1.388,99
9-2019;1737;R$ 90,62
9-2019;1759;R$ 941,50
9-2019;1760;R$ 1.407,36
9-2019;1763;R$ 1.823,85
9-2019;1766;R$ 84,69
9-2019;1767;R$ 19.838,17
9-2019;1769;R$ 6.434,63
9-2019;1783;R$ 3.308,98
9-2019;1791;R$ 47,89
9-2019;1792;R$ 563,13
9-2019;1795;R$ 324,35
9-2019;1800;R$ 82,52
9-2019;1810;R$ 472,50
9-2019;1815;R$ 1.087,75
9-2019;1829;R$ 5.359,98
9-2019;1830;R$ 3.841,42
9-2019;1831;R$ 2.866,21
9-2019;1839;R$ 18.555,95
9-2019;1840;R$ 848,12
9-2019;1841;R$ 1.762,17
9-2019;1842;R$ 3.201,57
9-2019;1845;R$ 125,97
9-2019;1847;R$ 340,70
9-2019;1848;R$ 238,06
9-2019;1849;R$ 144,12
9-2019;1862;R$ 4.050,55
9-2019;1863;R$ 830,89
9-2019;1918;R$ 453,34
9-2019;1925;R$ 561,07
9-2019;1938;R$ 45,11
9-2019;1939;R$ 2.053,20
9-2019;1942;R$ 183,14
9-2019;1943;R$ 1.564,84
9-2019;1948;R$ 13.172,39
9-2019;1950;R$ 64,55
9-2019;1951;R$ 294,13
9-2019;1963;R$ 2.534,42
9-2019;1965;R$ 3.343,89
9-2019;1966;R$ 4.191,02
9-2019;1967;R$ 4.019,34
9-2019;1968;R$ 33.696,57
9-2019;1972;R$ 1.931,23
9-2019;1978;R$ 552,84
9-2019;1979;R$ 828,00
9-2019;1981;R$ 12,17
9-2019;1982;R$ 12,36
9-2019;1983;R$ 3.109,29
9-2019;1987;R$ 147,26
9-2019;1988;R$ 124,05
9-2019;1989;R$ 193,36
9-2019;1990;R$ 598,07
9-2019;1993;R$ 503,74
9-2019;2003;R$ 287,31
9-2019;2022;R$ 10,32
9-2019;2023;R$ 924,68
9-2019;2024;R$ 3.163,55
9-2019;2025;R$ 1.382,84
9-2019;2026;R$ 354,93
9-2019;2052;R$ 429,16
9-2019;2053;R$ 261,52
9-2019;2054;R$ 553,93
9-2019;2055;R$ 370,51
9-2019;2056;R$ 176,76
9-2019;2057;R$ 80,81
9-2019;2058;R$ 86,21
9-2019;2059;R$ 23,74
9-2019;2060;R$ 186,00
9-2019;2061;R$ 174,63
9-2019;2062;R$ 42,11
9-2019;2063;R$ 107,49
9-2019;2064;R$ 114,45
9-2019;2065;R$ 400,56
9-2019;2066;R$ 489,78
9-2019;2067;R$ 166,95
9-2019;2068;R$ 338,69
9-2019;2069;R$ 191,95
9-2019;2070;R$ 165,19
9-2019;2072;R$ 805,25
9-2019;2073;R$ 79,42
9-2019;2080;R$ 1.330,65
9-2019;2098;R$ 5.660,52
9-2019;2103;R$ 7.821,75
9-2019;2104;R$ 6.374,07
9-2019;2105;R$ 1.396,67
9-2019;2106;R$ 5.504,07
9-2019;2107;R$ 859,95
9-2019;2108;R$ 240,54
9-2019;2120;R$ 425,72
9-2019;2121;R$ 138,45
9-2019;2151;R$ 3.307,96
9-2019;2160;R$ 21,38
9-2019;2161;R$ 880,56
9-2019;2164;R$ 60,38
9-2019;2165;R$ 95,14
9-2019;2166;R$ 2.818,69
9-2019;2173;R$ 45,17
9-2019;2174;R$ 765,18
9-2019;2181;R$ 10,09
9-2019;2185;R$ 113,33
9-2019;2188;R$ 344,93
9-2019;2191;R$ 18,03
9-2019;2193;R$ 36,08
9-2019;2197;R$ 53,78
9-2019;2198;R$ 68,27
9-2019;2200;R$ 182,64
9-2019;2202;R$ 25,17
9-2019;2204;R$ 21,78
9-2019;2205;R$ 187,73
9-2019;2209;R$ 329,09
9-2019;2211;R$ 179,44
9-2019;2216;R$ 2.943,31
9-2019;2217;R$ 418,40
9-2019;2218;R$ 401,14
9-2019;2222;R$ 421,46
9-2019;2223;R$ 293,85
9-2019;2224;R$ 428,79
9-2019;2225;R$ 480,43
9-2019;2226;R$ 342,14
9-2019;2227;R$ 167,71
9-2019;2228;R$ 106,64
9-2019;2232;R$ 4.916,10
9-2019;2233;R$ 14.421,77
9-2019;2234;R$ 1.774,37
9-2019;2238;R$ 524,36
9-2019;2239;R$ 1.795,42
9-2019;2247;R$ 59,10
9-2019;2248;R$ 201,85
9-2019;2255;R$ 1.937,62
9-2019;2256;R$ 148,88
9-2019;2257;R$ 1.455,75
9-2019;2258;R$ 1.149,71
9-2019;2262;R$ 1.321,99
9-2019;2264;R$ 43,18
9-2019;2268;R$ 6.345,67
9-2019;2269;R$ 1.017,82
9-2019;2270;R$ 4.402,00
9-2019;2271;R$ 10.933,70
9-2019;2272;R$ 18.102,99
9-2019;2273;R$ 5.577,95
9-2019;2274;R$ 7.972,55
9-2019;2277;R$ 285,67
9-2019;2279;R$ 3.193,48
9-2019;2280;R$ 11.807,04
9-2019;2282;R$ 4.272,85
9-2019;2294;R$ 137,36
9-2019;2296;R$ 522,19
9-2019;2297;R$ 77,62
9-2019;2298;R$ 125,09
9-2019;2299;R$ 102,45
9-2019;2300;R$ 74,72
9-2019;2301;R$ 26,91
9-2019;2303;R$ 42,62
9-2019;2304;R$ 239,55
9-2019;2307;R$ 23,96
9-2019;2309;R$ 387,85
9-2019;2314;R$ 233,73
9-2019;2315;R$ 660,71
9-2019;2316;R$ 231,97
9-2019;2317;R$ 189,68
9-2019;2318;R$ 623,30
9-2019;2319;R$ 293,51
9-2019;2323;R$ 4.438,54
9-2019;2335;R$ 263,81
9-2019;2337;R$ 196,59
9-2019;2372;R$ 67,03
9-2019;2373;R$ 58,65
9-2019;2392;R$ 22.645,44
9-2019;2393;R$ 2.939,38
9-2019;2394;R$ 5.558,31
9-2019;2396;R$ 487,77
9-2019;2402;R$ 251,12
9-2019;2404;R$ 154,33
9-2019;2407;R$ 60,32
9-2019;2409;R$ 27,29
9-2019;2419;R$ 86,23
9-2019;2420;R$ 30,04
9-2019;2422;R$ 1.609,17
9-2019;2423;R$ 2.221,80
9-2019;2430;R$ 108,15
9-2019;2432;R$ 342,98
9-2019;2433;R$ 947,34
9-2019;2434;R$ 586,50
9-2019;2435;R$ 1.014,64
9-2019;2436;R$ 1.317,92
9-2019;2437;R$ 3.652,04
9-2019;2439;R$ 225,73
9-2019;2444;R$ 3.834,95
9-2019;2445;R$ 40.495,32
9-2019;2446;R$ 2.941,68
9-2019;2449;R$ 117,83
9-2019;2450;R$ 87,01
9-2019;2460;R$ 17.578,43
9-2019;2464;R$ 1.308,56
9-2019;2469;R$ 714,65
9-2019;2472;R$ 10.996,69
9-2019;2473;R$ 1.142,30
9-2019;2474;R$ 2.330,75
9-2019;2475;R$ 1.461,02
9-2019;2476;R$ 1.015,45
9-2019;2481;R$ 1.490,13
9-2019;2484;R$ 75,11
9-2019;2486;R$ 217,08
9-2019;2489;R$ 174,14
9-2019;2490;R$ 111,51
9-2019;2491;R$ 185,63
9-2019;2492;R$ 225,33
9-2019;2494;R$ 10.767,79
9-2019;2504;R$ 717,17
9-2019;2505;R$ 584,80
9-2019;2511;R$ 13.219,32
9-2019;2512;R$ 2.504,28
9-2019;2513;R$ 1.996,04
9-2019;2514;R$ 3.065,22
9-2019;2515;R$ 1.506,10
9-2019;2516;R$ 267,59
9-2019;2520;R$ 1.015,52
9-2019;2524;R$ 13.527,92
9-2019;2526;R$ 1.782,00
9-2019;2527;R$ 205,91
9-2019;2530;R$ 822,71
9-2019;2531;R$ 123,17
9-2019;2536;R$ 760,41
9-2019;2542;R$ 442,07
9-2019;2543;R$ 24,28
9-2019;2547;R$ 35,73
9-2019;2549;R$ 4.221,86
9-2019;2552;R$ 81,32
9-2019;2554;R$ 177,64
9-2019;2556;R$ 254,86
9-2019;2557;R$ 50,76
9-2019;2558;R$ 150,13
9-2019;2567;R$ 2.194,33
9-2019;2574;R$ 601,74
9-2019;2577;R$ 360,95
9-2019;2584;R$ 379,04
9-2019;2585;R$ 149,13
9-2019;2590;R$ 43,43
9-2019;2591;R$ 58,52
9-2019;2593;R$ 91,88
9-2019;2594;R$ 17,03
9-2019;2596;R$ 36,53
9-2019;2597;R$ 35,84
9-2019;2601;R$ 1.305,14
9-2019;2602;R$ 426,95
9-2019;2604;R$ 5.625,68
9-2019;2609;R$ 153,11
9-2019;2611;R$ 202,08
9-2019;2612;R$ 15,58
9-2019;2613;R$ 10.324,29
9-2019;2619;R$ 989,57
9-2019;2620;R$ 1.260,19
9-2019;2621;R$ 768,37
9-2019;2622;R$ 5.755,83
9-2019;2623;R$ 10,32
9-2019;2624;R$ 273,02
9-2019;2627;R$ 734,44
9-2019;2633;R$ 415,50
9-2019;2635;R$ 3.404,65
9-2019;2636;R$ 64,02
9-2019;2637;R$ 80,06
9-2019;2638;R$ 36,83
9-2019;2639;R$ 18,20
9-2019;2641;R$ 136,80
9-2019;2651;R$ 323,19
9-2019;2652;R$ 267,51
9-2019;2653;R$ 148,24
9-2019;2654;R$ 108,73
9-2019;2655;R$ 59,77
9-2019;2656;R$ 165,97
9-2019;2657;R$ 73,85
9-2019;2670;R$ 304,96
9-2019;2671;R$ 128,00
9-2019;2672;R$ 1.217,75
9-2019;2673;R$ 412,02
10-2019;114;R$ 3.799,02
10-2019;118;R$ 2.703,12
10-2019;120;R$ 7.353,58
10-2019;142;R$ 252,48
10-2019;144;R$ 552,13
10-2019;146;R$ 10.922,06
10-2019;157;R$ 15.804,91
10-2019;158;R$ 7.735,44
10-2019;159;R$ 516,49
10-2019;168;R$ 458,74
10-2019;175;R$ 3.165,56
10-2019;176;R$ 3.515,87
10-2019;180;R$ 9.122,41
10-2019;183;R$ 536,40
10-2019;187;R$ 2.139,11
10-2019;191;R$ 324,53
10-2019;202;R$ 15.321,88
10-2019;203;R$ 12.285,93
10-2019;210;R$ 6.539,89
10-2019;231;R$ 2.533,88
10-2019;235;R$ 32.131,92
10-2019;238;R$ 24.716,92
10-2019;252;R$ 117,84
10-2019;256;R$ 602,42
10-2019;257;R$ 10.033,73
10-2019;258;R$ 346,97
10-2019;260;R$ 6.218,93
10-2019;276;R$ 321,27
10-2019;278;R$ 7.759,64
10-2019;279;R$ 1.945,42
10-2019;280;R$ 724,45
10-2019;282;R$ 325,19
10-2019;283;R$ 2.380,41
10-2019;290;R$ 8.921,07
10-2019;291;R$ 3.289,46
10-2019;292;R$ 2.131,98
10-2019;318;R$ 18.268,52
10-2019;320;R$ 6.523,63
10-2019;321;R$ 15.096,38
10-2019;333;R$ 1.345,16
10-2019;334;R$ 690,13
10-2019;345;R$ 22,00
10-2019;370;R$ 3.118,91
10-2019;378;R$ 1.812,53
10-2019;379;R$ 4.801,86
10-2019;406;R$ 470,48
10-2019;438;R$ 1.159,11
10-2019;439;R$ 1.259,70
10-2019;440;R$ 196,86
10-2019;442;R$ 889,39
10-2019;462;R$ 289,61
10-2019;463;R$ 62,69
10-2019;466;R$ 256,09
10-2019;467;R$ 299,90
10-2019;468;R$ 1.387,74
10-2019;469;R$ 1.349,85
10-2019;473;R$ 70,58
10-2019;474;R$ 60,46
10-2019;476;R$ 372,45
10-2019;477;R$ 100,13
10-2019;481;R$ 193,51
10-2019;483;R$ 194,48
10-2019;487;R$ 391,49
10-2019;492;R$ 14.252,35
10-2019;513;R$ 4.738,71
10-2019;514;R$ 507,69
10-2019;527;R$ 14.203,87
10-2019;548;R$ 3.922,57
10-2019;557;R$ 854,55
10-2019;559;R$ 2.036,72
10-2019;581;R$ 5.097,28
10-2019;645;R$ 2.199,55
10-2019;660;R$ 916,99
10-2019;661;R$ 1.670,51
10-2019;662;R$ 32.647,92
10-2019;665;R$ 1.027,31
10-2019;668;R$ 12.827,31
10-2019;691;R$ 3.556,97
10-2019;692;R$ 3.936,96
10-2019;693;R$ 2.968,55
10-2019;694;R$ 555,04
10-2019;695;R$ 294,83
10-2019;696;R$ 143,09
10-2019;702;R$ 2.176,79
10-2019;703;R$ 680,79
10-2019;741;R$ 5.929,74
10-2019;771;R$ 488,01
10-2019;775;R$ 31,98
10-2019;811;R$ 73,47
10-2019;824;R$ 410,67
10-2019;825;R$ 1.961,85
10-2019;829;R$ 940,00
10-2019;830;R$ 947,34
10-2019;835;R$ 4.641,34
10-2019;838;R$ 5.160,20
10-2019;839;R$ 7.474,41
10-2019;845;R$ 5.744,65
10-2019;876;R$ 5.360,42
10-2019;878;R$ 3.860,31
10-2019;886;R$ 2.383,65
10-2019;895;R$ 2.635,17
10-2019;896;R$ 946,02
10-2019;935;R$ 1.444,26
10-2019;965;R$ 1.323,78
10-2019;1019;R$ 2.726,51
10-2019;1046;R$ 476,45
10-2019;1048;R$ 2.144,64
10-2019;1057;R$ 23,28
10-2019;1073;R$ 734,33
10-2019;1074;R$ 294,09
10-2019;1082;R$ 1.054,08
10-2019;1085;R$ 194,85
10-2019;1086;R$ 811,07
10-2019;1131;R$ 3.085,58
10-2019;1132;R$ 4.144,93
10-2019;1133;R$ 4.871,77
10-2019;1135;R$ 3.469,18
10-2019;1150;R$ 1.319,17
10-2019;1151;R$ 1.043,51
10-2019;1152;R$ 268,73
10-2019;1154;R$ 18.508,66
10-2019;1155;R$ 966,57
10-2019;1166;R$ 836,57
10-2019;1170;R$ 1.417,49
10-2019;1179;R$ 1.143,16
10-2019;1204;R$ 257,11
10-2019;1205;R$ 1.448,75
10-2019;1206;R$ 3.570,23
10-2019;1207;R$ 682,86
10-2019;1211;R$ 55,75
10-2019;1212;R$ 168,92
10-2019;1216;R$ 3.894,88
10-2019;1231;R$ 325,36
10-2019;1232;R$ 1.309,78
10-2019;1234;R$ 488,94
10-2019;1259;R$ 41,04
10-2019;1339;R$ 422,71
10-2019;1372;R$ 158,47
10-2019;1374;R$ 171,23
10-2019;1376;R$ 23,14
10-2019;1377;R$ 546,42
10-2019;1378;R$ 280,93
10-2019;1389;R$ 3.148,89
10-2019;1390;R$ 834,60
10-2019;1417;R$ 724,55
10-2019;1420;R$ 7.991,21
10-2019;1421;R$ 6.386,13
10-2019;1456;R$ 218,14
10-2019;1468;R$ 733,04
10-2019;1470;R$ 1.213,95
10-2019;1484;R$ 1.188,68
10-2019;1491;R$ 370,26
10-2019;1497;R$ 1.826,57
10-2019;1518;R$ 391,28
10-2019;1521;R$ 1.653,53
10-2019;1527;R$ 4.291,38
10-2019;1530;R$ 5.252,22
10-2019;1556;R$ 467,72
10-2019;1557;R$ 831,13
10-2019;1560;R$ 1.172,71
10-2019;1561;R$ 2.166,27
10-2019;1596;R$ 193,53
10-2019;1597;R$ 195,87
10-2019;1603;R$ 3.504,14
10-2019;1606;R$ 550,44
10-2019;1607;R$ 568,79
10-2019;1608;R$ 908,38
10-2019;1652;R$ 985,29
10-2019;1653;R$ 1.207,70
10-2019;1658;R$ 1.187,20
10-2019;1659;R$ 1.018,33
10-2019;1665;R$ 420,78
10-2019;1667;R$ 225,74
10-2019;1706;R$ 1.533,92
10-2019;1707;R$ 600,99
10-2019;1710;R$ 945,58
10-2019;1723;R$ 584,45
10-2019;1737;R$ 340,61
10-2019;1759;R$ 1.396,16
10-2019;1760;R$ 1.543,81
10-2019;1763;R$ 789,25
10-2019;1766;R$ 2.051,00
10-2019;1767;R$ 8.988,96
10-2019;1769;R$ 19.911,94
10-2019;1783;R$ 1.655,88
10-2019;1790;R$ 70,02
10-2019;1792;R$ 1.786,42
10-2019;1795;R$ 560,74
10-2019;1800;R$ 156,97
10-2019;1810;R$ 745,21
10-2019;1814;R$ 13,14
10-2019;1815;R$ 1.302,90
10-2019;1829;R$ 7.244,21
10-2019;1830;R$ 1.065,87
10-2019;1831;R$ 1.312,41
10-2019;1839;R$ 9.151,16
10-2019;1840;R$ 992,23
10-2019;1841;R$ 2.484,63
10-2019;1842;R$ 12.246,30
10-2019;1845;R$ 29,96
10-2019;1847;R$ 410,06
10-2019;1848;R$ 124,26
10-2019;1849;R$ 21,21
10-2019;1854;R$ 373,18
10-2019;1862;R$ 5.419,67
10-2019;1863;R$ 757,56
10-2019;1920;R$ 192,51
10-2019;1925;R$ 1.825,34
10-2019;1937;R$ 210,71
10-2019;1938;R$ 685,97
10-2019;1939;R$ 1.453,35
10-2019;1942;R$ 781,15
10-2019;1943;R$ 1.064,94
10-2019;1948;R$ 17.317,89
10-2019;1951;R$ 567,72
10-2019;1963;R$ 2.570,58
10-2019;1965;R$ 964,87
10-2019;1966;R$ 4.503,60
10-2019;1967;R$ 1.600,81
10-2019;1968;R$ 55.658,75
10-2019;1972;R$ 5.183,53
10-2019;1978;R$ 286,72
10-2019;1979;R$ 495,44
10-2019;1981;R$ 60,32
10-2019;1982;R$ 108,53
10-2019;1983;R$ 2.022,43
10-2019;1987;R$ 316,05
10-2019;1988;R$ 216,77
10-2019;1989;R$ 189,17
10-2019;1990;R$ 438,79
10-2019;1991;R$ 194,60
10-2019;1993;R$ 485,83
10-2019;2003;R$ 672,12
10-2019;2004;R$ 689,77
10-2019;2022;R$ 106,79
10-2019;2023;R$ 1.232,56
10-2019;2024;R$ 7.633,86
10-2019;2025;R$ 1.214,52
10-2019;2052;R$ 399,55
10-2019;2053;R$ 178,66
10-2019;2054;R$ 366,79
10-2019;2055;R$ 83,65
10-2019;2056;R$ 124,28
10-2019;2057;R$ 103,39
10-2019;2058;R$ 186,43
10-2019;2059;R$ 40,52
10-2019;2060;R$ 228,28
10-2019;2061;R$ 170,26
10-2019;2062;R$ 206,02
10-2019;2063;R$ 494,13
10-2019;2064;R$ 256,04
10-2019;2065;R$ 174,80
10-2019;2066;R$ 440,45
10-2019;2067;R$ 468,20
10-2019;2068;R$ 880,26
10-2019;2069;R$ 466,58
10-2019;2070;R$ 159,76
10-2019;2072;R$ 857,18
10-2019;2073;R$ 235,93
10-2019;2080;R$ 189,68
10-2019;2092;R$ 11,88
10-2019;2098;R$ 43.038,44
10-2019;2103;R$ 3.299,54
10-2019;2104;R$ 2.523,65
10-2019;2105;R$ 3.445,09
10-2019;2106;R$ 9.577,24
10-2019;2107;R$ 573,90
10-2019;2108;R$ 408,42
10-2019;2120;R$ 1.358,76
10-2019;2151;R$ 6.900,68
10-2019;2158;R$ 86,12
10-2019;2159;R$ 21,13
10-2019;2160;R$ 44,47
10-2019;2161;R$ 1.295,83
10-2019;2164;R$ 53,90
10-2019;2165;R$ 107,18
10-2019;2166;R$ 3.216,58
10-2019;2173;R$ 253,14
10-2019;2174;R$ 713,59
10-2019;2181;R$ 34,70
10-2019;2185;R$ 81,19
10-2019;2187;R$ 251,23
10-2019;2188;R$ 391,59
10-2019;2191;R$ 68,35
10-2019;2197;R$ 33,40
10-2019;2198;R$ 10,12
10-2019;2200;R$ 216,53
10-2019;2201;R$ 57,52
10-2019;2202;R$ 23,04
10-2019;2209;R$ 277,64
10-2019;2211;R$ 163,37
10-2019;2212;R$ 51,56
10-2019;2216;R$ 732,17
10-2019;2217;R$ 192,95
10-2019;2218;R$ 1.098,22
10-2019;2221;R$ 23,78
10-2019;2222;R$ 103,71
10-2019;2223;R$ 214,64
10-2019;2224;R$ 353,87
10-2019;2225;R$ 191,66
10-2019;2226;R$ 354,20
10-2019;2227;R$ 684,80
10-2019;2228;R$ 220,02
10-2019;2232;R$ 2.213,17
10-2019;2233;R$ 28.175,80
10-2019;2234;R$ 5.871,60
10-2019;2238;R$ 470,10
10-2019;2239;R$ 1.457,16
10-2019;2247;R$ 174,82
10-2019;2248;R$ 368,36
10-2019;2255;R$ 6.055,10
10-2019;2256;R$ 1.104,60
10-2019;2257;R$ 705,73
10-2019;2258;R$ 1.321,37
10-2019;2262;R$ 2.133,35
10-2019;2268;R$ 10.816,99
10-2019;2269;R$ 3.621,97
10-2019;2270;R$ 4.042,18
10-2019;2271;R$ 14.497,89
10-2019;2272;R$ 16.139,16
10-2019;2273;R$ 5.653,72
10-2019;2274;R$ 16.882,00
10-2019;2277;R$ 143,52
10-2019;2279;R$ 3.654,78
10-2019;2280;R$ 15.640,55
10-2019;2282;R$ 1.971,44
10-2019;2294;R$ 268,79
10-2019;2296;R$ 257,49
10-2019;2297;R$ 107,62
10-2019;2298;R$ 211,03
10-2019;2300;R$ 309,05
10-2019;2302;R$ 23,29
10-2019;2303;R$ 104,07
10-2019;2304;R$ 131,19
10-2019;2305;R$ 152,42
10-2019;2306;R$ 46,67
10-2019;2307;R$ 70,88
10-2019;2314;R$ 271,96
10-2019;2315;R$ 1.354,55
10-2019;2316;R$ 67,16
10-2019;2317;R$ 73,37
10-2019;2318;R$ 224,37
10-2019;2319;R$ 888,52
10-2019;2323;R$ 1.518,97
10-2019;2335;R$ 86,99
10-2019;2337;R$ 580,52
10-2019;2361;R$ 121,19
10-2019;2365;R$ 132,77
10-2019;2372;R$ 74,41
10-2019;2373;R$ 30,77
10-2019;2390;R$ 125,02
10-2019;2391;R$ 13,31
10-2019;2392;R$ 32.499,65
10-2019;2393;R$ 1.113,54
10-2019;2394;R$ 1.151,10
10-2019;2396;R$ 409,40
10-2019;2398;R$ 26,37
10-2019;2402;R$ 812,12
10-2019;2407;R$ 60,53
10-2019;2409;R$ 110,90
10-2019;2410;R$ 154,84
10-2019;2412;R$ 72,30
10-2019;2414;R$ 180,28
10-2019;2420;R$ 75,04
10-2019;2422;R$ 4.615,88
10-2019;2423;R$ 2.410,44
10-2019;2431;R$ 68,30
10-2019;2432;R$ 576,67
10-2019;2433;R$ 1.599,30
10-2019;2434;R$ 649,32
10-2019;2435;R$ 3.675,45
10-2019;2436;R$ 240,22
10-2019;2437;R$ 2.121,65
10-2019;2439;R$ 1.219,90
10-2019;2444;R$ 1.814,80
10-2019;2445;R$ 131.317,64
10-2019;2446;R$ 1.100,88
10-2019;2460;R$ 7.737,59
10-2019;2464;R$ 1.073,20
10-2019;2467;R$ 1.410,33
10-2019;2469;R$ 105,91
10-2019;2472;R$ 20.846,94
10-2019;2473;R$ 1.210,29
10-2019;2474;R$ 858,47
10-2019;2475;R$ 914,98
10-2019;2476;R$ 491,40
10-2019;2481;R$ 3.381,05
10-2019;2484;R$ 371,35
10-2019;2486;R$ 147,90
10-2019;2489;R$ 2.225,16
10-2019;2490;R$ 2.234,74
10-2019;2491;R$ 2.095,21
10-2019;2492;R$ 228,55
10-2019;2494;R$ 6.484,19
10-2019;2502;R$ 46,08
10-2019;2504;R$ 339,13
10-2019;2505;R$ 489,45
10-2019;2506;R$ 69,93
10-2019;2507;R$ 95,64
10-2019;2511;R$ 9.670,70
10-2019;2512;R$ 5.135,38
10-2019;2513;R$ 1.698,24
10-2019;2514;R$ 1.936,44
10-2019;2515;R$ 7.830,96
10-2019;2516;R$ 257,58
10-2019;2517;R$ 319,62
10-2019;2520;R$ 1.100,20
10-2019;2521;R$ 509,09
10-2019;2524;R$ 11.743,16
10-2019;2526;R$ 2.046,12
10-2019;2527;R$ 319,03
10-2019;2530;R$ 1.505,54
10-2019;2531;R$ 163,24
10-2019;2536;R$ 1.933,58
10-2019;2542;R$ 793,25
10-2019;2543;R$ 30,52
10-2019;2547;R$ 70,90
10-2019;2549;R$ 7.734,93
10-2019;2552;R$ 54,98
10-2019;2554;R$ 51,09
10-2019;2556;R$ 475,97
10-2019;2557;R$ 41,83
10-2019;2558;R$ 182,50
10-2019;2567;R$ 5.710,55
10-2019;2574;R$ 506,70
10-2019;2577;R$ 513,09
10-2019;2584;R$ 1.317,81
10-2019;2585;R$ 356,66
10-2019;2586;R$ 133,41
