Mes-Ano;cdProduto;Meta
5-2019;1206;R$ 3.522,34
5-2019;1207;R$ 187,04
5-2019;1212;R$ 116,80
5-2019;1216;R$ 1.765,89
5-2019;1224;R$ 53,71
5-2019;1231;R$ 599,36
5-2019;1232;R$ 2.373,66
5-2019;1234;R$ 386,28
5-2019;1235;R$ 66,33
5-2019;1236;R$ 46,45
5-2019;1244;R$ 146,22
5-2019;1339;R$ 1.391,20
5-2019;1374;R$ 166,29
5-2019;1376;R$ 111,97
5-2019;1377;R$ 746,04
5-2019;1378;R$ 69,64
5-2019;1389;R$ 1.067,58
5-2019;1399;R$ 49,20
5-2019;1417;R$ 269,50
5-2019;1420;R$ 7.427,47
5-2019;1421;R$ 5.385,13
5-2019;1456;R$ 403,27
5-2019;1468;R$ 3.419,55
5-2019;1484;R$ 792,30
5-2019;1491;R$ 2.499,57
5-2019;1497;R$ 896,14
5-2019;1518;R$ 1.940,32
5-2019;1521;R$ 921,71
5-2019;1527;R$ 2.694,84
5-2019;1530;R$ 919,05
5-2019;1556;R$ 263,51
5-2019;1557;R$ 877,14
5-2019;1560;R$ 738,38
5-2019;1561;R$ 498,98
5-2019;1585;R$ 70,97
5-2019;1596;R$ 1.013,18
5-2019;1597;R$ 355,22
5-2019;1598;R$ 18,86
5-2019;1602;R$ 152,89
5-2019;1603;R$ 4.800,16
5-2019;1606;R$ 743,19
5-2019;1607;R$ 1.145,61
5-2019;1608;R$ 1.484,93
5-2019;1651;R$ 225,42
5-2019;1652;R$ 499,67
5-2019;1653;R$ 2.116,58
5-2019;1658;R$ 815,92
5-2019;1659;R$ 593,20
5-2019;1667;R$ 450,10
5-2019;1701;R$ 5.367,18
5-2019;1706;R$ 1.260,48
5-2019;1707;R$ 70,51
5-2019;1721;R$ 673,31
5-2019;1722;R$ 486,23
5-2019;1723;R$ 302,91
5-2019;1737;R$ 31,87
5-2019;1759;R$ 953,61
5-2019;1760;R$ 269,35
5-2019;1763;R$ 181,92
5-2019;1765;R$ 18,00
5-2019;1766;R$ 3.550,84
5-2019;1767;R$ 1.389,59
5-2019;1769;R$ 1.673,58
5-2019;1783;R$ 2.013,08
5-2019;1790;R$ 33,66
5-2019;1791;R$ 168,83
5-2019;1792;R$ 506,07
5-2019;1795;R$ 181,04
5-2019;1800;R$ 304,84
5-2019;1814;R$ 41,38
5-2019;1815;R$ 550,88
5-2019;1824;R$ 72,63
5-2019;1829;R$ 1.879,68
5-2019;1830;R$ 1.782,79
5-2019;1831;R$ 2.135,01
5-2019;1838;R$ 35,97
5-2019;1839;R$ 8.930,19
5-2019;1840;R$ 495,00
5-2019;1841;R$ 1.794,61
5-2019;1842;R$ 5.605,37
5-2019;1845;R$ 58,55
5-2019;1847;R$ 1.607,46
5-2019;1848;R$ 11,08
5-2019;1849;R$ 329,58
5-2019;1862;R$ 3.282,53
5-2019;1863;R$ 95,60
5-2019;1864;R$ 76,95
5-2019;1873;R$ 194,90
5-2019;1925;R$ 1.241,59
5-2019;1927;R$ 83,32
5-2019;1937;R$ 51,08
5-2019;1938;R$ 156,97
5-2019;1939;R$ 4.740,47
5-2019;1942;R$ 1.771,82
5-2019;1943;R$ 640,84
5-2019;1948;R$ 5.889,44
5-2019;1950;R$ 31,92
5-2019;1951;R$ 1.038,95
5-2019;1963;R$ 10.956,54
5-2019;1965;R$ 1.200,46
5-2019;1966;R$ 2.049,13
5-2019;1967;R$ 1.589,72
5-2019;1968;R$ 9.120,98
5-2019;1972;R$ 6.579,66
5-2019;1973;R$ 80,69
5-2019;1978;R$ 110,28
5-2019;1979;R$ 290,01
5-2019;1981;R$ 14,96
5-2019;1982;R$ 17,29
5-2019;1983;R$ 4.054,16
5-2019;1987;R$ 698,10
5-2019;1988;R$ 82,10
5-2019;1989;R$ 8,08
5-2019;1990;R$ 376,68
5-2019;1991;R$ 22,72
5-2019;1993;R$ 1.663,90
5-2019;1999;R$ 1.046,22
5-2019;2004;R$ 157,14
5-2019;2023;R$ 565,08
5-2019;2024;R$ 2.688,81
5-2019;2025;R$ 1.054,71
5-2019;2026;R$ 23.181,21
5-2019;2052;R$ 119,06
5-2019;2053;R$ 204,50
5-2019;2054;R$ 569,09
5-2019;2055;R$ 42,61
5-2019;2056;R$ 176,66
5-2019;2057;R$ 59,97
5-2019;2058;R$ 355,39
5-2019;2059;R$ 14,01
5-2019;2060;R$ 161,83
5-2019;2061;R$ 724,24
5-2019;2062;R$ 123,81
5-2019;2063;R$ 216,85
5-2019;2064;R$ 190,32
5-2019;2065;R$ 240,32
5-2019;2066;R$ 196,48
5-2019;2067;R$ 155,45
5-2019;2068;R$ 299,72
5-2019;2069;R$ 115,44
5-2019;2070;R$ 53,29
5-2019;2072;R$ 302,60
5-2019;2073;R$ 222,22
5-2019;2075;R$ 91,06
5-2019;2076;R$ 49,47
5-2019;2079;R$ 42,11
5-2019;2080;R$ 1.359,11
5-2019;2097;R$ 226,93
5-2019;2102;R$ 29,53
5-2019;2103;R$ 2.099,83
5-2019;2104;R$ 2.470,66
5-2019;2105;R$ 5.008,29
5-2019;2106;R$ 1.616,23
5-2019;2107;R$ 429,81
5-2019;2108;R$ 125,88
5-2019;2109;R$ 84,65
5-2019;2120;R$ 425,81
5-2019;2158;R$ 284,54
5-2019;2159;R$ 16,87
5-2019;2161;R$ 1.365,01
5-2019;2165;R$ 72,35
5-2019;2166;R$ 3.316,50
5-2019;2168;R$ 155,88
5-2019;2172;R$ 67,72
5-2019;2173;R$ 179,01
5-2019;2174;R$ 1.332,60
5-2019;2185;R$ 58,69
5-2019;2188;R$ 48,51
5-2019;2191;R$ 105,47
5-2019;2193;R$ 11,82
5-2019;2197;R$ 199,05
5-2019;2198;R$ 81,88
5-2019;2200;R$ 35,40
5-2019;2201;R$ 382,48
5-2019;2205;R$ 50,83
5-2019;2212;R$ 93,99
5-2019;2216;R$ 314,00
5-2019;2217;R$ 285,81
5-2019;2218;R$ 1.323,78
5-2019;2221;R$ 79,89
5-2019;2222;R$ 103,55
5-2019;2223;R$ 147,47
5-2019;2224;R$ 340,15
5-2019;2225;R$ 238,31
5-2019;2226;R$ 228,01
5-2019;2227;R$ 128,20
5-2019;2228;R$ 92,16
5-2019;2232;R$ 997,77
5-2019;2233;R$ 31.892,37
5-2019;2234;R$ 883,56
5-2019;2238;R$ 159,14
5-2019;2239;R$ 419,78
5-2019;2247;R$ 482,88
5-2019;2255;R$ 979,82
5-2019;2256;R$ 349,95
5-2019;2257;R$ 798,07
5-2019;2258;R$ 577,48
5-2019;2262;R$ 676,97
5-2019;2264;R$ 52,74
5-2019;2268;R$ 2.062,89
5-2019;2269;R$ 1.864,36
5-2019;2270;R$ 708,30
5-2019;2271;R$ 1.682,85
5-2019;2272;R$ 11.619,12
5-2019;2273;R$ 3.153,88
5-2019;2274;R$ 4.216,19
5-2019;2277;R$ 182,49
5-2019;2279;R$ 1.809,40
5-2019;2280;R$ 5.103,31
5-2019;2282;R$ 3.413,92
5-2019;2285;R$ 1,74
5-2019;2294;R$ 115,41
5-2019;2296;R$ 304,23
5-2019;2297;R$ 278,99
5-2019;2298;R$ 337,41
5-2019;2300;R$ 198,93
5-2019;2301;R$ 102,70
5-2019;2302;R$ 64,64
5-2019;2303;R$ 137,92
5-2019;2304;R$ 42,30
5-2019;2305;R$ 95,54
5-2019;2306;R$ 19,30
5-2019;2307;R$ 98,20
5-2019;2309;R$ 21,75
5-2019;2314;R$ 111,18
5-2019;2315;R$ 1.641,85
5-2019;2316;R$ 113,96
5-2019;2317;R$ 96,95
5-2019;2318;R$ 961,69
5-2019;2319;R$ 644,29
5-2019;2323;R$ 514,33
5-2019;2354;R$ 129,47
5-2019;2370;R$ 384,96
5-2019;2374;R$ 40,29
5-2019;2390;R$ 9,72
5-2019;2391;R$ 43,24
5-2019;2392;R$ 28.742,48
5-2019;2393;R$ 1.736,76
5-2019;2394;R$ 1.370,87
5-2019;2396;R$ 318,22
5-2019;2402;R$ 334,42
5-2019;2407;R$ 32,77
5-2019;2410;R$ 675,26
5-2019;2412;R$ 1.090,70
5-2019;2422;R$ 1.638,47
5-2019;2423;R$ 952,65
5-2019;2431;R$ 76,02
5-2019;2432;R$ 417,61
5-2019;2433;R$ 4.365,65
5-2019;2434;R$ 440,17
5-2019;2435;R$ 2.765,78
5-2019;2436;R$ 514,89
5-2019;2437;R$ 1.097,62
5-2019;2439;R$ 1.519,74
5-2019;2444;R$ 476,17
5-2019;2445;R$ 22.818,19
5-2019;2446;R$ 273,45
5-2019;2450;R$ 105,89
5-2019;2452;R$ 3.996,55
5-2019;2458;R$ 195,81
5-2019;2460;R$ 2.559,89
5-2019;2461;R$ 2.927,25
5-2019;2467;R$ 1.317,64
5-2019;2472;R$ 4.687,84
5-2019;2473;R$ 677,82
5-2019;2474;R$ 985,19
5-2019;2475;R$ 51,20
5-2019;2476;R$ 488,67
5-2019;2483;R$ 215,94
5-2019;2484;R$ 136,74
5-2019;2485;R$ 894,94
5-2019;2492;R$ 108,67
5-2019;2493;R$ 52,11
5-2019;2494;R$ 1.044,05
5-2019;2496;R$ 4.860,66
5-2019;2502;R$ 103,95
5-2019;2504;R$ 61,63
5-2019;2505;R$ 74,74
5-2019;2508;R$ 20,24
5-2019;2511;R$ 4.755,70
5-2019;2512;R$ 883,70
5-2019;2513;R$ 419,76
5-2019;2514;R$ 1.848,39
5-2019;2515;R$ 1.738,95
5-2019;2517;R$ 405,54
5-2019;2519;R$ 249,39
5-2019;2520;R$ 168,50
5-2019;2524;R$ 4.576,58
5-2019;2526;R$ 455,59
5-2019;2527;R$ 216,34
5-2019;2530;R$ 1.727,00
5-2019;2531;R$ 35,55
5-2019;2533;R$ 2.948,42
5-2019;2535;R$ 4.234,20
5-2019;2536;R$ 1.490,95
5-2019;2538;R$ 1.536,54
5-2019;2542;R$ 23,69
5-2019;2545;R$ 1.008,55
5-2019;2549;R$ 2.926,97
5-2019;2551;R$ 5.185,08
5-2019;2556;R$ 35,23
5-2019;2557;R$ 13,58
5-2019;2558;R$ 20,89
5-2019;2563;R$ 12.281,01
5-2019;2570;R$ 2.254,62
5-2019;2573;R$ 2.305,79
5-2019;2574;R$ 579,80
5-2019;2575;R$ 527,52
5-2019;2577;R$ 386,42
5-2019;2583;R$ 3.258,14
5-2019;2584;R$ 73,54
5-2019;2585;R$ 161,23
5-2019;2592;R$ 959,17
5-2019;2601;R$ 55,70
5-2019;2602;R$ 50,86
5-2019;2603;R$ 493,22
5-2019;2604;R$ 733,77
5-2019;2605;R$ 384,46
5-2019;2606;R$ 86,92
5-2019;2607;R$ 276,34
5-2019;2608;R$ 9.686,65
5-2019;2612;R$ 6,61
5-2019;2619;R$ 87,09
5-2019;2620;R$ 117,41
5-2019;2621;R$ 153,96
6-2019;108;R$ 66,67
6-2019;111;R$ 696,18
6-2019;114;R$ 1.331,17
6-2019;118;R$ 2.051,71
6-2019;120;R$ 4.646,54
6-2019;142;R$ 218,90
6-2019;143;R$ 223,99
6-2019;144;R$ 120,48
6-2019;146;R$ 4.024,73
6-2019;157;R$ 11.761,27
6-2019;158;R$ 4.377,93
6-2019;159;R$ 394,02
6-2019;168;R$ 515,02
6-2019;175;R$ 5.595,18
6-2019;176;R$ 2.600,59
6-2019;180;R$ 1.140,16
6-2019;183;R$ 164,65
6-2019;186;R$ 118,38
6-2019;187;R$ 302,68
6-2019;202;R$ 5.573,92
6-2019;203;R$ 9.525,90
6-2019;210;R$ 3.813,45
6-2019;231;R$ 699,44
6-2019;235;R$ 17.674,28
6-2019;238;R$ 4.319,20
6-2019;252;R$ 67,36
6-2019;256;R$ 501,73
6-2019;257;R$ 1.236,69
6-2019;258;R$ 133,36
6-2019;260;R$ 1.184,08
6-2019;276;R$ 404,39
6-2019;278;R$ 2.163,31
6-2019;279;R$ 3.848,70
6-2019;280;R$ 470,01
6-2019;282;R$ 606,96
6-2019;283;R$ 2.170,12
6-2019;290;R$ 6.217,53
6-2019;291;R$ 9.484,14
6-2019;292;R$ 3.261,14
6-2019;305;R$ 429,17
6-2019;318;R$ 6.590,23
6-2019;320;R$ 2.390,09
6-2019;321;R$ 3.181,62
6-2019;333;R$ 121,17
6-2019;334;R$ 372,54
6-2019;370;R$ 2.902,27
6-2019;378;R$ 865,74
6-2019;379;R$ 651,15
6-2019;386;R$ 140,59
6-2019;406;R$ 205,86
6-2019;438;R$ 915,48
6-2019;439;R$ 283,14
6-2019;440;R$ 4.158,59
6-2019;442;R$ 509,88
6-2019;462;R$ 1.153,15
6-2019;467;R$ 1.058,23
6-2019;468;R$ 254,49
6-2019;469;R$ 238,75
6-2019;473;R$ 78,76
6-2019;476;R$ 383,40
6-2019;477;R$ 48,48
6-2019;481;R$ 196,52
6-2019;483;R$ 237,46
6-2019;487;R$ 259,61
6-2019;492;R$ 766,07
6-2019;513;R$ 14.182,22
6-2019;514;R$ 163,16
6-2019;527;R$ 2.174,16
6-2019;548;R$ 1.446,45
6-2019;581;R$ 2.356,08
6-2019;660;R$ 1.299,42
6-2019;661;R$ 5.635,48
6-2019;662;R$ 18.654,55
6-2019;665;R$ 209,86
6-2019;668;R$ 4.339,34
6-2019;691;R$ 6.457,13
6-2019;692;R$ 1.401,49
6-2019;693;R$ 3.703,86
6-2019;694;R$ 373,08
6-2019;695;R$ 114,84
6-2019;696;R$ 378,28
6-2019;702;R$ 919,79
6-2019;703;R$ 418,42
6-2019;741;R$ 758,86
6-2019;771;R$ 439,25
6-2019;775;R$ 38,30
6-2019;811;R$ 166,83
6-2019;824;R$ 14,39
6-2019;825;R$ 1.324,68
6-2019;829;R$ 367,32
6-2019;830;R$ 243,62
6-2019;835;R$ 1.689,27
6-2019;838;R$ 2.560,99
6-2019;839;R$ 4.848,66
6-2019;845;R$ 22.668,97
6-2019;876;R$ 2.839,79
6-2019;877;R$ 62,37
6-2019;878;R$ 1.312,74
6-2019;886;R$ 944,00
6-2019;935;R$ 1.532,71
6-2019;965;R$ 960,27
6-2019;1019;R$ 1.279,44
6-2019;1031;R$ 62,04
6-2019;1046;R$ 46,14
6-2019;1048;R$ 827,67
6-2019;1049;R$ 285,92
6-2019;1073;R$ 529,45
6-2019;1074;R$ 927,47
6-2019;1082;R$ 813,08
6-2019;1085;R$ 680,87
6-2019;1086;R$ 348,71
6-2019;1131;R$ 846,54
6-2019;1132;R$ 1.427,19
6-2019;1133;R$ 3.824,00
6-2019;1135;R$ 1.751,26
6-2019;1150;R$ 1.011,05
6-2019;1151;R$ 845,33
6-2019;1152;R$ 743,65
6-2019;1154;R$ 4.311,88
6-2019;1155;R$ 2.435,83
6-2019;1166;R$ 681,16
6-2019;1170;R$ 430,71
6-2019;1179;R$ 198,93
6-2019;1188;R$ 91,80
6-2019;1204;R$ 717,98
6-2019;1205;R$ 703,19
6-2019;1206;R$ 4.016,79
6-2019;1207;R$ 386,37
6-2019;1211;R$ 350,54
6-2019;1212;R$ 168,58
6-2019;1216;R$ 1.462,51
6-2019;1224;R$ 283,93
6-2019;1231;R$ 828,68
6-2019;1232;R$ 775,62
6-2019;1234;R$ 254,25
6-2019;1235;R$ 48,82
6-2019;1236;R$ 55,04
6-2019;1259;R$ 44,92
6-2019;1260;R$ 44,52
6-2019;1339;R$ 700,65
6-2019;1372;R$ 44,26
6-2019;1374;R$ 62,75
6-2019;1376;R$ 204,27
6-2019;1377;R$ 424,67
6-2019;1378;R$ 539,89
6-2019;1389;R$ 2.670,27
6-2019;1399;R$ 72,36
6-2019;1417;R$ 420,95
6-2019;1420;R$ 4.647,11
6-2019;1421;R$ 6.394,58
6-2019;1456;R$ 212,13
6-2019;1468;R$ 1.133,47
6-2019;1484;R$ 1.583,63
6-2019;1491;R$ 616,42
6-2019;1497;R$ 986,10
6-2019;1518;R$ 1.987,45
6-2019;1521;R$ 892,25
6-2019;1527;R$ 3.279,11
6-2019;1530;R$ 862,02
6-2019;1556;R$ 300,22
6-2019;1557;R$ 845,40
6-2019;1560;R$ 1.567,99
6-2019;1561;R$ 391,33
6-2019;1596;R$ 305,91
6-2019;1602;R$ 216,94
6-2019;1603;R$ 2.541,98
6-2019;1606;R$ 441,30
6-2019;1607;R$ 153,15
6-2019;1608;R$ 155,82
6-2019;1652;R$ 651,00
6-2019;1653;R$ 967,94
6-2019;1658;R$ 1.552,11
6-2019;1659;R$ 2.554,14
6-2019;1667;R$ 158,08
6-2019;1701;R$ 1.249,51
6-2019;1706;R$ 2.061,69
6-2019;1707;R$ 498,06
6-2019;1721;R$ 512,03
6-2019;1722;R$ 1.594,92
6-2019;1723;R$ 896,68
6-2019;1759;R$ 608,98
6-2019;1760;R$ 315,94
6-2019;1763;R$ 995,91
6-2019;1766;R$ 2.670,00
6-2019;1767;R$ 3.565,13
6-2019;1769;R$ 2.428,78
6-2019;1783;R$ 3.954,14
6-2019;1790;R$ 23,30
6-2019;1792;R$ 2.604,08
6-2019;1795;R$ 586,34
6-2019;1800;R$ 1.426,49
6-2019;1810;R$ 191,73
6-2019;1815;R$ 33,97
6-2019;1829;R$ 1.139,11
6-2019;1830;R$ 2.998,03
6-2019;1831;R$ 2.330,90
6-2019;1839;R$ 5.519,08
6-2019;1840;R$ 515,22
6-2019;1841;R$ 2.057,91
6-2019;1842;R$ 9.006,57
6-2019;1845;R$ 57,20
6-2019;1847;R$ 368,58
6-2019;1848;R$ 59,50
6-2019;1849;R$ 110,23
6-2019;1854;R$ 39,89
6-2019;1862;R$ 3.573,91
6-2019;1863;R$ 481,82
6-2019;1925;R$ 844,48
6-2019;1927;R$ 49,99
6-2019;1937;R$ 251,07
6-2019;1939;R$ 1.077,68
6-2019;1942;R$ 374,33
6-2019;1943;R$ 413,78
6-2019;1948;R$ 1.162,03
6-2019;1950;R$ 29,45
6-2019;1951;R$ 270,81
6-2019;1963;R$ 9.705,78
6-2019;1965;R$ 1.036,12
6-2019;1966;R$ 5.286,12
6-2019;1967;R$ 896,69
6-2019;1968;R$ 56.193,99
6-2019;1972;R$ 4.042,60
6-2019;1978;R$ 251,29
6-2019;1979;R$ 2.160,03
6-2019;1981;R$ 21,22
6-2019;1982;R$ 41,62
6-2019;1983;R$ 2.567,24
6-2019;1985;R$ 173,39
6-2019;1987;R$ 419,37
6-2019;1988;R$ 408,00
6-2019;1989;R$ 100,90
6-2019;1990;R$ 838,11
6-2019;1991;R$ 191,76
6-2019;1993;R$ 1.061,56
6-2019;1999;R$ 272,36
6-2019;2003;R$ 75,01
6-2019;2004;R$ 331,02
6-2019;2022;R$ 62,96
6-2019;2023;R$ 2.690,24
6-2019;2024;R$ 1.442,09
6-2019;2025;R$ 1.780,09
6-2019;2026;R$ 45.283,40
6-2019;2052;R$ 179,41
6-2019;2053;R$ 282,89
6-2019;2054;R$ 257,26
6-2019;2055;R$ 93,12
6-2019;2056;R$ 50,43
6-2019;2057;R$ 165,78
6-2019;2058;R$ 176,60
6-2019;2059;R$ 31,60
6-2019;2060;R$ 200,05
6-2019;2061;R$ 214,86
6-2019;2062;R$ 30,88
6-2019;2063;R$ 71,95
6-2019;2064;R$ 86,99
6-2019;2065;R$ 222,92
6-2019;2066;R$ 361,20
6-2019;2067;R$ 379,90
6-2019;2068;R$ 239,38
6-2019;2069;R$ 328,84
6-2019;2070;R$ 63,90
6-2019;2072;R$ 654,77
6-2019;2073;R$ 100,41
6-2019;2080;R$ 91,61
6-2019;2098;R$ 4.642,75
6-2019;2103;R$ 8.969,97
6-2019;2104;R$ 2.677,89
6-2019;2105;R$ 2.965,05
6-2019;2106;R$ 1.591,00
6-2019;2107;R$ 2.678,52
6-2019;2108;R$ 555,78
6-2019;2109;R$ 49,62
6-2019;2120;R$ 705,76
6-2019;2151;R$ 2.837,76
6-2019;2159;R$ 21,91
6-2019;2160;R$ 22,54
6-2019;2161;R$ 2.503,86
6-2019;2165;R$ 31,71
6-2019;2166;R$ 2.295,30
6-2019;2168;R$ 77,85
6-2019;2172;R$ 11,28
6-2019;2173;R$ 88,65
6-2019;2174;R$ 256,19
6-2019;2185;R$ 200,51
6-2019;2188;R$ 248,75
6-2019;2191;R$ 83,15
6-2019;2193;R$ 118,86
6-2019;2197;R$ 58,78
6-2019;2198;R$ 31,96
6-2019;2200;R$ 498,73
6-2019;2202;R$ 97,63
6-2019;2203;R$ 13,53
6-2019;2204;R$ 53,59
6-2019;2205;R$ 9,11
6-2019;2212;R$ 83,32
6-2019;2216;R$ 632,20
6-2019;2217;R$ 125,94
6-2019;2218;R$ 275,66
6-2019;2221;R$ 20,20
6-2019;2222;R$ 38,31
6-2019;2223;R$ 122,25
6-2019;2224;R$ 413,30
6-2019;2225;R$ 321,49
6-2019;2226;R$ 547,08
6-2019;2227;R$ 192,76
6-2019;2228;R$ 58,18
6-2019;2232;R$ 3.025,29
6-2019;2233;R$ 42.707,41
6-2019;2234;R$ 909,07
6-2019;2238;R$ 279,54
6-2019;2239;R$ 1.255,90
6-2019;2247;R$ 586,98
6-2019;2255;R$ 894,50
6-2019;2256;R$ 625,59
6-2019;2257;R$ 432,07
6-2019;2258;R$ 87,56
6-2019;2262;R$ 498,31
6-2019;2264;R$ 112,45
6-2019;2268;R$ 1.244,03
6-2019;2269;R$ 838,16
6-2019;2270;R$ 1.014,57
6-2019;2271;R$ 9.347,39
6-2019;2272;R$ 5.161,85
6-2019;2273;R$ 8.626,46
6-2019;2274;R$ 8.986,38
6-2019;2277;R$ 38,76
6-2019;2279;R$ 1.562,45
6-2019;2280;R$ 4.861,94
6-2019;2282;R$ 1.398,47
6-2019;2285;R$ 16,88
6-2019;2294;R$ 743,40
6-2019;2296;R$ 113,34
6-2019;2297;R$ 173,30
6-2019;2298;R$ 106,40
6-2019;2299;R$ 12,66
6-2019;2300;R$ 73,73
6-2019;2301;R$ 33,48
6-2019;2302;R$ 23,48
6-2019;2303;R$ 53,20
6-2019;2304;R$ 31,78
6-2019;2305;R$ 28,06
6-2019;2307;R$ 47,56
6-2019;2309;R$ 41,94
6-2019;2314;R$ 264,91
6-2019;2315;R$ 2.226,73
6-2019;2316;R$ 21,70
6-2019;2317;R$ 14,86
6-2019;2318;R$ 270,91
6-2019;2319;R$ 380,79
6-2019;2323;R$ 150,48
6-2019;2373;R$ 874,57
6-2019;2377;R$ 56,75
6-2019;2378;R$ 20,52
6-2019;2392;R$ 8.450,73
6-2019;2393;R$ 1.244,79
6-2019;2394;R$ 1.065,78
6-2019;2396;R$ 591,19
6-2019;2402;R$ 455,91
6-2019;2404;R$ 207,79
6-2019;2406;R$ 50,81
6-2019;2408;R$ 118,45
6-2019;2409;R$ 37,21
6-2019;2410;R$ 109,20
6-2019;2420;R$ 17,47
6-2019;2422;R$ 2.099,52
6-2019;2423;R$ 975,36
6-2019;2432;R$ 156,59
6-2019;2433;R$ 381,18
6-2019;2434;R$ 737,42
6-2019;2435;R$ 375,21
6-2019;2436;R$ 923,86
6-2019;2437;R$ 613,37
6-2019;2439;R$ 1.291,08
6-2019;2444;R$ 625,04
6-2019;2445;R$ 21.861,16
6-2019;2446;R$ 451,68
6-2019;2449;R$ 31,51
6-2019;2450;R$ 29,53
6-2019;2452;R$ 224,43
6-2019;2460;R$ 6.053,06
6-2019;2461;R$ 734,44
6-2019;2464;R$ 57,00
6-2019;2467;R$ 1.908,48
6-2019;2472;R$ 14.198,94
6-2019;2473;R$ 1.100,37
6-2019;2474;R$ 567,09
6-2019;2475;R$ 170,28
6-2019;2476;R$ 1.006,47
6-2019;2483;R$ 92,38
6-2019;2484;R$ 113,97
6-2019;2485;R$ 331,20
6-2019;2492;R$ 119,67
6-2019;2493;R$ 53,67
6-2019;2494;R$ 95,02
6-2019;2496;R$ 482,64
6-2019;2502;R$ 15,33
6-2019;2503;R$ 31,73
6-2019;2504;R$ 97,82
6-2019;2505;R$ 228,14
6-2019;2508;R$ 32,54
6-2019;2511;R$ 10.963,54
6-2019;2512;R$ 573,60
6-2019;2513;R$ 2.457,97
6-2019;2514;R$ 5.551,61
6-2019;2515;R$ 1.906,24
6-2019;2516;R$ 68,50
6-2019;2517;R$ 539,55
6-2019;2519;R$ 179,68
6-2019;2520;R$ 3.156,07
6-2019;2524;R$ 4.399,84
6-2019;2526;R$ 273,59
6-2019;2527;R$ 104,53
6-2019;2530;R$ 62,29
6-2019;2531;R$ 260,03
6-2019;2533;R$ 336,30
6-2019;2535;R$ 946,84
6-2019;2536;R$ 201,97
6-2019;2538;R$ 1.245,39
6-2019;2542;R$ 323,43
6-2019;2543;R$ 17,79
6-2019;2547;R$ 21,97
6-2019;2549;R$ 6.519,84
6-2019;2551;R$ 1.030,59
6-2019;2556;R$ 113,96
6-2019;2557;R$ 5,33
6-2019;2558;R$ 26,29
6-2019;2563;R$ 2.764,77
6-2019;2567;R$ 301,96
6-2019;2570;R$ 2.193,13
6-2019;2573;R$ 1.408,57
6-2019;2574;R$ 1.224,50
6-2019;2575;R$ 445,43
6-2019;2577;R$ 1.189,03
6-2019;2583;R$ 2.400,09
6-2019;2584;R$ 221,47
6-2019;2585;R$ 63,45
6-2019;2586;R$ 22,07
6-2019;2592;R$ 278,27
6-2019;2601;R$ 112,61
6-2019;2602;R$ 136,10
6-2019;2603;R$ 2.384,61
6-2019;2604;R$ 4.455,59
6-2019;2605;R$ 67,14
6-2019;2608;R$ 13.332,50
6-2019;2609;R$ 31,57
6-2019;2611;R$ 11,48
6-2019;2612;R$ 44,26
6-2019;2613;R$ 726,63
6-2019;2619;R$ 286,92
6-2019;2620;R$ 366,04
6-2019;2621;R$ 180,94
6-2019;2622;R$ 1.279,38
6-2019;2624;R$ 50,31
7-2019;111;R$ 1.320,14
7-2019;114;R$ 1.008,96
7-2019;118;R$ 2.785,38
7-2019;120;R$ 5.762,97
7-2019;142;R$ 118,49
7-2019;143;R$ 314,82
7-2019;144;R$ 222,87
7-2019;146;R$ 12.362,16
7-2019;157;R$ 9.216,22
7-2019;158;R$ 7.648,23
7-2019;159;R$ 275,18
7-2019;168;R$ 529,15
7-2019;175;R$ 1.961,33
7-2019;176;R$ 2.994,56
7-2019;180;R$ 3.729,17
7-2019;183;R$ 494,88
7-2019;186;R$ 14,43
7-2019;187;R$ 698,61
7-2019;191;R$ 93,77
7-2019;202;R$ 9.995,52
7-2019;203;R$ 3.994,43
7-2019;210;R$ 6.700,83
7-2019;231;R$ 1.625,08
7-2019;235;R$ 15.752,94
7-2019;238;R$ 4.673,13
7-2019;252;R$ 105,05
7-2019;256;R$ 256,06
7-2019;257;R$ 2.017,41
7-2019;258;R$ 390,84
7-2019;260;R$ 3.596,66
7-2019;276;R$ 916,36
7-2019;278;R$ 5.829,79
7-2019;279;R$ 2.736,69
7-2019;280;R$ 1.018,89
7-2019;282;R$ 2.918,12
7-2019;283;R$ 1.806,57
7-2019;290;R$ 11.810,40
7-2019;291;R$ 5.104,46
7-2019;292;R$ 4.704,87
7-2019;305;R$ 476,94
7-2019;318;R$ 19.780,71
7-2019;320;R$ 5.593,74
7-2019;321;R$ 3.830,82
7-2019;333;R$ 1.726,32
7-2019;334;R$ 543,03
7-2019;370;R$ 5.815,96
7-2019;378;R$ 694,54
7-2019;379;R$ 1.872,93
7-2019;386;R$ 36,46
7-2019;406;R$ 598,39
7-2019;438;R$ 3.167,75
7-2019;439;R$ 1.128,13
7-2019;440;R$ 2.076,26
7-2019;442;R$ 675,05
7-2019;462;R$ 236,53
7-2019;467;R$ 191,57
7-2019;468;R$ 377,93
7-2019;469;R$ 573,50
7-2019;473;R$ 314,12
7-2019;476;R$ 183,03
7-2019;477;R$ 233,63
7-2019;481;R$ 290,03
7-2019;483;R$ 304,98
7-2019;487;R$ 193,71
7-2019;492;R$ 1.049,07
7-2019;513;R$ 12.322,94
7-2019;514;R$ 674,58
7-2019;527;R$ 2.148,59
7-2019;548;R$ 2.576,23
7-2019;559;R$ 496,40
